新闻 | 2019年07月08日|华为与复旦大学合作开发全国首个医学人工智能课程|近日，华为与复旦大学基础医学院合作开发的 医学人工智能与机器学习课程在上海复旦大学进行集中授课，吸引了来自医学院与附属医院的120多名本科生和研究生参与。
新闻 | 2016年06月17日|华为发布2016年网络安全白皮书|华为昨日发布了2016年网络安全白皮书《全球网络安全挑战解决供应链风险，正当其时》，旨在阐述全球信息及通信技术（ICT）产业在应对供应链安全挑战方面的不间断努力、优秀实践及标准。该白皮书还讨论了如何保障全球供应链的安全，分享了供应链专家、标准组织及及华为的优秀实践，并呼吁各方加大合作力度，应对这一共同挑战。
新闻 | 2016年06月15日|华为数学研发中心落户法国： 发挥本地基础研究优势 构筑良好学术生态|14日，第四届欧洲创新日活动期间，华为宣布在法国设立数学研究中心。这是继成立俄罗斯数学研究所后，华为在加强基础科学尤其是数学算法研究方面又一举措。未来，华为希望与法国学术界进行更紧密合作，构建良好学术生态，使当地基础研究优势与华为产业化能力结合，使法国人才技术优势辐射全球，共同推动信息通信技术（ICT）产业链发展。
新闻 | 2016年06月15日|福布斯联手华为发布5G白皮书|Forbes Insights联手华为发布《移动产业革命：5G网络的影响和机遇》白皮书。该白皮书基于Forbes Insights在2015年秋季进行的全球调查。调查对象包括不同行业共1147位企业管理层人士。其中80%是企业C-level级别的管理者。这些受访者超过半数来自于年收入100亿美金以上的大企业。
新闻 | 2016年06月15日|华为举办ICT金融论坛，构筑沟通的桥梁，为更美好的全联接世界创造价值|15日-17日，在加勒比海北部城市坎昆，华为举办第六届ICT金融论坛。玛雅语中，坎昆意为挂在彩虹一端的瓦罐，象征欢乐与幸福。华为首席财务官孟晚舟在论坛上发表主旨演讲。一语指出美元或已见顶的美联储前主席本伯南克（Ben S. Bernanke）、早在1994年便在《失控》一书中成功预见科技、社会和经济未来图景的《连线》杂志之父凯文凯利（Kevin Kelly）等国际大咖应邀出席。
新闻 | 2016年06月14日|顶级专家学者齐聚华为欧洲创新日|探讨科技美学融合之美|14日，第四届华为欧洲创新日在法国拉开帷幕。科技成就生活之美 5G之美数学之美来自全球学术界、产业界、艺术界的顶级专家学者汇聚巴黎罗斯柴尔德公馆，各抒己见、思想交流、观点碰撞，共同探讨科技如何融合美学理念、开创美好生活。
新闻 | 2016年06月13日|华为与Red Hat成功完成SDN解决方案对接认证，共建合作共赢生态系统|华为与Red Hat在华为北京SDN Open Lab完成了华为SDN敏捷控制器与Red Hat云平台的集成认证，首次实现华为敏捷控制器与业界主流云平台厂家成功认证，标志着华为SDN集成服务在建立多厂商集成能力，构筑开放合作共赢的SDN生态链上迈出重要一步。双方表示将持续深度合作，共同致力于为客户提供最优的SDN解决方案。
新闻 | 2016年06月13日|华为庆祝在英国开展业务十五周年|推出“未来种子”校友计划|全球领先的信息与通信技术（ICT）解决方案供应商华为今日在伦敦举办年度华为英国夏季酒会，庆祝公司进入英国十五周年。
新闻 | 2016年06月10日|首届东京云计算大会召开，华为与全球精英畅想未来云化世界|面对全行业数字化转型的需求，企业云化成为趋势。华为作为特别赞助商，与Interop Tokyo 执行委员会，日本互联网创始组织(WIDE)深度合作，举办了第一届东京云计算大会（Tokyo Cloud Congress）。大会秉承开放、合作、共赢的理念，来自全球领先ICT市场的企业代表，与日本ICT行业意见领袖一起分享最新产业洞察，从学术研究、标准制定、行业应用、解决方案匹配到产业合作各方面诠释未来ICT行业走向，共商如何面对转型的机遇和挑战，构建云时代的核心竞争力，共吸引了1000多名观众现场参加。
新闻 | 2016年06月08日|华为携手M-net部署德国首个G.fast千兆接入网络|今日，在ANGACOM展会上，华为与德国城市运营商M-net联合宣布，华为成为德国城市运营商M-net部署G.fast千兆接入网络的独家供应商。该网络采用华为G.fast解决方案，利用M-net现有入户双绞线资源，无需光纤入户，在FTTB场景下，快速实现500M~1G的超宽带接入。
新闻 | 2016年06月08日|再次斩获Interop东京展四项金奖，华为厚积薄发引领新ICT|6月8日至10日，华为以Leading New ICT, Building a Better Connected World为主题参展日本最大的ICT展会2016 Interop东京展。面对全行业数字化转型趋势，华为从云、管、端协同展示了IOT、混合云、SDN网络和融合云通信等产品与解决方案，并联合全球战略合作伙伴英特尔、SAP、日本市场重量级合作伙伴CyberAgent、JBS、阪神电铁和软银技术等展示产业生态圈的进展。
新闻 | 2016年06月08日|华为超宽带全球行莫斯科站暨俄罗斯和独联体超宽带峰会隆重揭幕|今日，华为超宽带全球行莫斯科站暨俄罗斯和独联体超宽带峰会隆重揭幕。峰会以拥抱大视频时代为主题，吸引了来自区域内外的运营商中高层、政策管制机构、咨询顾问、视频产业伙伴等近200人的积极参与。会上，华为和全球领先的咨询公司Ovum联合发布了名为建设更好联接的俄罗斯的白皮书，阐述了如何通过超宽带联接来促进俄罗斯的数字经济发展；同时，华为还展示了千兆接入、智慧家庭、最佳体验承载网、ICT转型等面向未来的超宽带技术和解决方案。
新闻 | 2016年06月08日|华为Blade Site解决方案助力韩国LG U+敏捷建站|全球领先的移动网络运营商韩国LG U+近日成功部署华为创新的Blade Site敏捷建站解决方案，该解决方案中率先采用了业界领先的分布式电源及锂电池。与传统方案相比，Blade Site解决方案具有体积小、建站快速、免维护节省运维成本等优势。
新闻 | 2016年06月07日|华为发布业界首个10G同轴光纤融合接入平台|华为今日在德国科隆举办的2016年ANGACOM有线电视和宽带展览会上，发布了业界首个10G同轴光纤融合接入平台，帮助MSO运营商快速融入Gigaband千兆接入时代，实现视频的未来IP化转型。
新闻 | 2016年06月07日|华为关键业务服务器升级至E7 v4|华为受邀参加英特尔至强处理器E7 v4产品家族全球发布会，并同步发布基于英特尔至强处理器E7 v4的新一代关键业务服务器。通过持续创新，华为在关键业务服务器领域取得快速发展，为客户提供高性能高可靠的关键业务服务器。
新闻 | 2016年06月07日|华为携手印度Telenor规模商用Blade Site解决方案|近日华为携手印度Telenor宣布规模商用Blade Site解决方案。从2015年11月开始，到2016年4月，共完成10000+站点的搬迁和新建，打破印度建站记录。
新闻 | 2016年06月06日|华为助力亚太LTE峰会|构建平安亚洲、宽带亚洲、数字亚洲|泰国国家广播电视与通信委员会（NBTC）和华为联合主办的2016亚太LTE峰会今日在曼谷隆重召开。峰会以拥护数字化转型，构建平安亚洲、宽带亚洲、数字亚洲为主题，吸引了来自政府机构、行业协会、运营商、设备商、互联网企业等各方的300余人出席，就LTE技术演进、产业发展、业务应用展开讨论。
新闻 | 2016年06月06日|电视台全媒体技术峰会召开|华为媒体云加速电视台全媒体转型步伐|华为联合深圳广电、凤凰卫视、索贝、中科大洋、新奥特云视举办主题为融合全媒体，点亮超高清的电视台全媒体技术峰会，来自国家新闻出版广电总局及全国各大电视台的技术专家齐聚一堂，共同探讨全媒体业务融合发展的实践经验与技术创新。在全媒体融合趋势下，华为通过媒体云和以OceanStor 9000为核心的超高清存储制作方案，帮助客户加快向全媒体转型步伐，轻松步入4K新时代。
新闻 | 2016年06月06日|华为与ISPI、华商基业签署三方合作协议|在2016年全球运营商人才发展论坛上，华为与ISPI (国际绩效改进协会)和华商基业（ISPI中国独家战略合作伙伴）签署合作协议，联合宣布将在绩效改进领域展开深入合作，助力ICT行业人才能力发展。
新闻 | 2016年06月06日|华为敏捷分布式Wi-Fi解决方案通过权威机构Tolly Group测试验证|全球领先的信息与通信解决方案供应商华为今日宣布，其敏捷分布式Wi-Fi解决方案顺利通过了国际权威测试机构Tolly Group的测试验证。测试结果表明，在与其他业界主流厂商的室内面板和放装方案对比中，华为敏捷分布式Wi-Fi解决方案表现出卓越的性能，其易管理，零漫游，快速自组网的优势获得测试专家组的一致认可。
新闻 | 2016年06月06日|华为携手深圳水务集团、中国电信打造“互联网+智慧水务”|近日华为与深圳水务集团、中国电信共同签署《智慧水务战略合作框架协议》，就共同开展智慧水务建设、物联网产业应用等方面达成共识，借助华为和电信各自在通信技术和通信运营领域的领先优势，构建智慧水务信息化体系，进一步提升城市供排水保障与服务能力。这是窄带蜂窝物联网技术（NB-IoT）在智能水务领域的全新探索，开创 互联网+智慧水务的创新试点。
新闻 | 2016年06月06日|120名高校精英角逐“2016年华为网络技术大赛”全国总决赛|2016年华为网络技术大赛全国总决赛暨颁奖典礼于6月5日在深圳成功举行。杭厦赛区的E网直前队赢得全国总冠军，获10万元奖金，粤港澳赛区的战隼队和杭厦赛区的华为5G队夺得亚军，均获5万元奖金。
新闻 | 2016年06月06日|华为和Vodacom联合发布非洲首张室内1Gbps高速网络|华为和沃达丰南非子网Vodacom联合宣布，在非授权频谱上使用LTE技术完成了室内1Gbps网络的测试。此次测试基于华为LampSite解决方案，实现了授权与非授权频谱的LTE载波聚合，创造了两个非洲通信史上的第一：首个室内1Gbps无线宽带接入以及首个三载波聚合网络。此次测试成为Vodacom实现4.5G网络的重要里程碑。
新闻 | 2016年06月02日|多哥总统：每次访问华为都能学到新东西|2日，多哥总统福雷埃索齐姆纳纳辛贝在对中国进行国事访问期间到访华为深圳总部，与华为高级副总裁李大丰进行了会谈。双方围绕加强ICT领域合作、助力多哥建设良好的ICT基础设施及电网智能化建设等话题进行了深入交流。
新闻 | 2016年06月02日|首届LTE紧急通信峰会闪耀阿姆斯特丹|今日，华为在风车王国荷兰阿姆斯特丹成功举办首届LTE紧急通信峰会，来自全球近30家顶级运营商，以及10多家集群产业领先合作伙伴、3GPP标准组织共聚一堂，共商运营商开拓LTE紧急通信行业新蓝海。
新闻 | 2016年06月02日|华为首次发布云通信解决方案，推进运营商ICT转型|华为在新加坡举行的2016年亚洲通信展中发布云通信解决方案，这是华为云核心网聚焦个人、家庭、企业、垂直行业领域的端到端通信解决方案的首次发布。以全云化、开放、重构业务体验帮助运营商实现网络转型、业务创新和商业模式转型。
新闻 | 2016年06月02日|华为NFV集成服务解决方案荣获Informa颁发的 Interoperability Champion大奖|在Informa举办的2016 Network Virtualization Industry Awards颁奖晚会上，华为NFV集成服务解决方案荣获Informa颁发的 Interoperability Champion大奖。该奖项旨在表彰为在互联互通领域的开放和创新做出贡献的公司和团队，是对华为在多厂商NFV集成和NFV生态链的构建方面做出的努力和贡献的肯定。
新闻 | 2016年06月01日|第四届eLTE产业联盟峰会在荷兰阿姆斯特丹成功举办|第四届eLTE产业联盟峰会于5月30日在荷兰首都阿姆斯特丹成功举办。本届联盟峰会的主题是引领新ICT，eLTE开创行业互联新时代，吸引了全球两百多位来自3GPP标准组织、第三方分析师机构、行业客户、以及联盟成员参会。嘉宾分享了宽带集群3GPP标准化及产业链的最新动态和发展趋势、eLTE行业联合解决方案的应用详情和成功实践、以及联盟成立两年多来的最新进展和合作成果。
新闻 | 2016年06月01日|华为成功举办2016年全球运营商人才发展论坛，共同探索ICT人才发展之路|2016年5月30日6月1日，华为成功举办 2016年全球运营商人才发展论坛，本届论坛的主题是ROADS to ICT Talent Development。全球20+家运营商高管、世界顶级咨询公司资深顾问、行业专家和华为公司高管等齐聚一堂，围绕电信行业趋势洞察、ICT人才能力提升、管理者能力提升和体验式学习等行业热点话题，展开了深入的研讨与分享。
新闻 | 2016年05月31日|从博斯普鲁斯海峡，到欧洲之门，华为携手沃达丰推进TechCity项目|西班牙沃达丰今日联合华为举办马德里TechCity项目发布会，对马德里TechCity项目一阶段成果作了汇报，并预演了包括智能停车在内项目第二阶段即将启动的创新应用。
新闻 | 2016年05月31日|华为与分析师机构IHS联合发布LTE公共安全应用白皮书|5月30日，在荷兰阿姆斯特丹召开的第四届eLTE产业联盟峰会上，华为携手应急通信行业全球领先的分析师机构IHS，面向众多行业媒体，联合发布了《LTE公共安全应用白皮书》，提出宽带专网通信是应急通信的未来。白皮书深入分析了公共安全领域的客户痛点和LTE专网发展趋势，并给出了LTE公共安全网络具体部署建议。
新闻 | 2016年05月30日|华为超宽带全球行新加坡站暨南太超宽带峰会隆重召开|今日，华为超宽带全球行新加坡站暨南太超宽带峰会成功召开。峰会吸引了超过300位来自通信和信息科技部的代表、运营商高层、行业专家等专业人士的积极参与，共同探讨了如何有效促进行业间的协作、提升亚太区域超宽带建设以及未来的服务与发展方向。
新闻 | 2016年05月30日|华为助力Proximus测试成功比利时首张1Gbps 4.5G网络|华为与比利时最大的电信运营商Proximus今天宣布成功完成了4.5G相关技术的测试，峰值速率高达1.1Gbps。此举进一步加强了双方自2015年宣布启动比利时首个4.5G项目以来的亲密合作关系，此次测试的成功开展也得益于华为和Proximus的持续创新。
新闻 | 2016年05月30日|465所高校角逐“2016年华为软件精英挑战赛”|2016年华为软件精英挑战赛全国总决赛及颁奖典礼于5月28-29日在华为深圳总部举行。国防科技大学3名学生组成的六院八队队赢得全国总冠军，获20万元奖金；华中科技大学的 Spirits队、杭州电子科技大学的/var/log队夺得亚军，均获10万元奖金。
新闻 | 2016年05月27日|华为携手菲律宾Globe部署的WTTx商用网络荣获2016年GTB“移动基础设施创新奖”|2016年5月26日，在国际电信行业权威媒体全球通信商业（Global Telecoms Business，简称GTB）举办的年度创新大奖颁奖典礼上，菲律宾移动运营商Globe与华为共同部署的WTTx商用网络，荣获移动基础设施创新大奖（Mobile Infrastructure Innovation），以表彰Globe和华为在消除数字鸿沟、无线家庭宽带网络建设和商业运营方面的创新和贡献。
新闻 | 2016年05月27日|第一届OPNFV互通性测试峰会成功举行|华为今日宣布，2016年5月9-13日由CableLabs和华为承办的第一届OPNFV互通性测试峰会在美国科罗拉多州CableLabs实验室成功举行。
新闻 | 2016年05月27日|华为率先完成IMT-2020 5G推进组第一阶段无线关键技术测试|华为近日宣布已于2016年4月在位于成都的5G外场，率先完成IMT-2020 5G推进组第一阶段5G关键空口技术验证和性能测试，测试结果完全达到预期。
新闻 | 2016年05月26日|华为高级副总裁陈黎芳：打造中小企业技术孵化平台 助力泰国成为区域ICT枢纽和数字经济中心|今天泰国数字经济日在曼谷举行，泰国总理巴育出席开幕式并致辞。华为董事、高级副总裁陈黎芳发表主旨演讲并承诺，为响应泰国政府大力发展数字经济号召，华为将在今年下半年启动OPEN-LAB项目，旨在为中小企业提供测试验证与资源共享平台。华为希望，此举将增强对中小企业的孵化功能，进一步帮助泰国成长为区域信息通信技术（ICT）枢纽和数字经济中心。
新闻 | 2016年05月26日|缅甸Telenor携手华为凭借九扇区荣膺全球通信商业“移动基础设施创新奖”|日前，在国际电信行业权威媒体《全球通信商业》（Global Telecoms Business, GTB）举办的年度创新大奖颁奖典礼上，华为与Telenor集团缅甸子网（以下简称缅甸Telenor）凭借九扇区创新解决方案，共同荣获移动基础设施创新大奖。
新闻 | 2016年05月26日|土耳其Türk Telekom与华为携手斩获GTB“移动基础设施创新奖”|在今日的Global Telecom Business颁奖典礼上，土耳其电信与华为携手斩获移动基础设施创新奖。
新闻 | 2016年05月26日|华为服务器迈入Gartner魔力四象限的挑战者象限|全球最权威的IT研究与顾问咨询公司Gartner近日发布服务器魔力四象限，华为进入挑战者象限，充分反映了华为在服务器市场的中坚地位，并体现了华为服务器强有力的上升态势和业界认可度。
新闻 | 2016年05月26日|Ooredoo和华为NFV UNIFY项目荣获Global Telecoms Business (GTB)创新大奖|在知名国际行业媒体Global Telecoms Business（GTB）举办的2016年度创新峰会上，全球领先运营商Ooredoo和华为联合创新的Project UNIFY: Transforming Infrastructure with NFV项目，获得本次大会颁发的基础设施创新大奖。
新闻 | 2016年05月23日|华为发布eRadio企业微波解决方案，打造领先的行业新ICT无线传送平台|华为近日在迪拜举行的2016年平安城市全球峰会上发布eRadio企业微波解决方案，这是华为首次发布聚焦垂直行业领域的端到端微波解决方案，能够充分满足任意场景部署、任意容量承载和任意业务适配的行业需求，致力于打造全球领先的行业新ICT无线传送平台。
新闻 | 2016年05月20日|英国文化大臣约翰•惠廷戴尔访问华为深圳总部|华为基于5G安全研究，在近日举办的5G安全技术研讨会上分享了5G安全的研究展望以及取得的基于业务的端到端安全保护、多元信任模型、身份管理模式等成果，将为广大用户提供更加安全的5G网络环境。
新闻 | 2016年05月20日|华为谢尔德实验室在2016 Future Forum分享5G安全研究展望|华为基于5G安全研究，在近日举办的5G安全技术研讨会上分享了5G安全的研究展望以及取得的基于业务的端到端安全保护、多元信任模型、身份管理模式等成果，将为广大用户提供更加安全的5G网络环境。
新闻 | 2016年05月20日|华为携手沃达丰荣获2016年小蜂窝全球峰会“小蜂窝回传设计与技术创新奖”|近日华为携手沃达丰在小蜂窝论坛（Small Cell Forum）主办的小蜂窝2016全球峰会（Small Cell World Summit 2016）上，凭借领先的60GHz小蜂窝回传创新解决方案，荣获小蜂窝回传设计与技术创新奖(Small cell backhaul design and technology award)。
新闻 | 2016年05月20日|华为荣获第六届机场建设发展国际峰会 “年度机场最佳移动网络奖”|华为近日宣布，在中国上海举办的第六届机场建设发展国际峰会上，华为室内MBB数字化解决方案荣获年度机场最佳移动网络奖。该奖项旨在表彰全球ICT供应商在应用小蜂窝打造智慧机场、提升机场网络体验和运营效率所做出的成就和突出贡献。
新闻 | 2016年05月20日|华为AAU解决方案助力土耳其打造4.5G精品网络|华为近日宣布通过其领先的AAU（有源天线）基站解决方案助力土耳其打造最佳4.5G网络，为终端用户提供极致的MBB（移动宽带）网络体验。AAU已经在土耳其进行了商用部署，揭开了土耳其4.5G网络时代的序幕。
新闻 | 2016年05月19日|华为超宽带全球行迪拜站暨中东北非超宽带峰会隆重揭幕|今日，华为超宽带全球行迪拜站暨中东北非超宽带峰会隆重揭幕。峰会以最佳视频体验驱动的超宽带为主题，吸引了来自区域内外的运营商中高层、咨询顾问、视频产业伙伴等近百人积极参与。作为全球领先的ICT解决方案供应商，华为在会上重点展示了面向未来的超高清4K视频、虚拟现实等浸入式体验。
新闻 | 2016年05月19日|华为亮相奥斯汀OSCON大会，构建基于开源的商业应用|2016年5月16-19日，第十八届开源盛会OSCON大会于美国德克萨斯州奥斯汀隆重召开。大会云集了全球众多开源领域的开发者、来自厂商的开源专业商务人士和投资者等，共同探讨开源趋势、开源世界的实践以及在工作流程或项目中如何成功实施开源。华为在大会上不仅展示了OpenStack、容器和大数据等与云相关以及针对Android社区的开源技术，还分享了华为电信管道能力开放的经验和进展，旨在帮助客户构建基于开源的商业应用。
新闻 | 2016年05月19日|华为家真荣获IMS世界论坛“最佳通信业务创新奖”|华为家真解决方案在2016年IMS世界论坛上荣获最佳通信业务创新奖(Best Innovative Future Comms Service over IMS)。
新闻 | 2016年05月18日|加纳总统：期待与华为展开更加广泛深入的合作|5月10日，加纳总统约翰德拉马尼马哈马在阿克拉会见到访的华为副董事长兼轮值CEO郭平时表示，期待与华为展开更加广泛深入的合作。
新闻 | 2016年05月18日|华为在迪拜举办峰会，以新ICT推进全球平安城市发展|全球领先的信息与通信解决方案供应商华为在迪拜举办全球平安城市峰会，本次峰会以引领新ICT，让城市更安全为主题，600多位来自各国的业内人士，分享了大数据、物联网、云计算等新ICT推动平安城市发展的进展和经验。
新闻 | 2016年05月18日|华为宣布SAP HANA®平台可运行于华为云操作系统FusionSphere|5月17-19日，2016 SAPPHIRE NOW + ASUG大会在美国奥兰多隆重举行。华为携出色的IT产品和解决方案出席此盛会，旨于帮助企业加速IT转型和释放商业潜能。在此大会上，华为宣布SAP HANA平台可运行于华为云虚拟平台FusionSphere 5.1。通过持续的技术创新和先进的业务流程，华为将扩大客户价值、增强最终用户体验以及帮助客户改善业务。
新闻 | 2016年05月17日|华为呼吁构建全联接世界，推动非洲数字企业家发展|第26届世界经济论坛非洲峰会的数字企业家分论坛上，华为提出的 平安城市解决方案受到与会嘉宾赞扬，认为其作为数字化非洲的重要组成部分，在连通非洲的技术实践上走出了一大步。
新闻 | 2016年05月17日|伦敦和布里斯托尔领跑英国智慧城市发展|根据华为英国委托法维翰咨询公司开展的最新研究显示，伦敦和布里斯托尔引领英国智慧城市的发展。
新闻 | 2016年05月17日|华为区域网络优化中心与ICT人才培训中心落户约旦首都安曼|近日全球领先的ICT解决方案供应商华为在约旦首都安曼举行了其区域网络优化中心与ICT人才培训中心的揭牌仪式，暨华为约旦未来种子项目第一批政府学员结业庆典。约旦通信部部长Majd Shweikeh、约旦劳工部部长Nidal Katamine、约旦国王办公室媒体负责人Al Zyoud Alaa、中国驻约旦大使潘伟芳、庄瑞金参赞等贵宾共同见证了这一盛况。
新闻 | 2016年05月16日|四川电信携手华为献礼世界电信日，大视频产业创新联盟成立|在世界电信日来临之际，中国电信集团有限公司四川公司（以下简称四川电信）携手华为及多家视频产业合作伙伴在成都成功举行了大视频产业创新论坛。这场以合作 . 共赢为主题的论坛吸引了来自政府部门、科研机构和众多产业合作方的行业领袖们参加，论坛采用VR进行全程直播，引发了广泛的关注和热议。与会嘉宾围绕如何构建开放合作的大视频产业生态圈进行了深入探讨，共同宣布成立大视频产业创新联盟，并启动四川首届互联网+新媒体应用创新创业大赛。
新闻 | 2016年05月16日|华为与英国贸易投资总署在供应商大会期间签署谅解备忘录|全球领先的信息与通信解决方案供应商华为今日宣布，与UKTI（英国贸易投资总署）签署为期三年的谅解备忘录，以加强双方之间的合作，增进英国ICT生态系统的建设。
新闻 | 2016年05月13日|华为AnyOffice 2015 HTML5移动应用开发大赛圆满落幕|由华为和云适配联合主办，主题为HTML5的未来，就是你！的HTML5移动应用开发大赛颁奖典礼今日在北京圆满落幕。本次大赛设计的初衷即希望为广大HTML5开发企业和个人提供一个交流和展示的平台，让开发者们在HTML5移动应用上尽情烧脑。对于优秀的作品和个人，华为和云适配将给予大赛奖金之外更为广阔的展示空间和发展机会，与开发者共享移动办公的蓝海。
新闻 | 2016年05月13日|ITU与华为联合举办ICT能效论坛，共建绿色网络|5月11-12日， 国际电信联盟ITU（International Telecom Union，简称ITU）与华为联合举办的ICT能效论坛在西班牙马德里召开，以共建绿色网络，打造更美好的全联接世界为主题，来自Orange、Telefonica、中国移动、Vodafone、KPN、DeutscheTelekom、Telecom Italia、 AdNetTelecom等全球领先运营商的高层，以及咨询机构Frost Sullivan、DCDI的业界专家出席，就绿色ICT网络能效标准、运营商能效提升的战略及实践、节能减排新理念及创新技术方案等话题进行分享。
新闻 | 2016年05月13日|华为荣获2016 INTERNET TELEPHONY SDN 卓越奖|近日，TMC，全球整合媒体机构，授予华为Agile Controller 2016年 INTERNET TELEPHONY SDN 卓越奖。
新闻 | 2016年05月12日|华为助力土耳其4.5G产业，构建区域ICT枢纽|土耳其通信技术与信息管理局（ICTA）与全球移动供应商协会（GSA）主办、华为承办的4.5G产业峰会于5月10日在伊斯坦布尔隆重召开。
新闻 | 2016年05月12日|沃达丰携手TM Forum、华为联合发布Open API Map|在法国尼斯举办的TM Forum全球峰会中，沃达丰集团明确与TM Forum、华为联合发布Open API Map。Open API Map是基于沃达丰和华为大量的项目经验和实践，重新定义和提取了将近20个新的API，并结合现有TM Forum的REST API，构建出API的开放能力以及标准化的API全景图。
新闻 | 2016年05月11日|华为FusionServer 2288H V3 2路服务器再破SPEC世界纪录|华为近日宣布，业界权威的标准性能评测机构SPEC发布了CPU基准测试SPEC CPU2006和能耗基准测试SPECpower_ssj2008的最新测试结果，华为FusionServer 2288H V3 服务器再次取得突破，刷新了3项含金量十足的SPEC世界纪录，诠释了业界服务器极致性能和绿色节能的完美结合。
新闻 | 2016年05月11日|华为通过运营转型和开放生态系统助力运营商打造数字化未来|华为在TM Forum活动期间，举办了主题为共建数字化运营和生态研讨早餐会，吸引了40多位领先运营商和ICT厂商的高层、以及行业组织和分析师业界的顶级专家与会。会上就如何实现数字化运营转型和打造开放生态系统、确保运营商在数字化时代的竞争力等话题分享了他们的观点和最佳实践，并进行了开放互动式的圆桌研讨。
新闻 | 2016年05月11日|华为新一代基站GigaRadio闪耀土耳其4.5G峰会|近日华为新一代基站GigaRadio在土耳其4.5G峰会期间展出。GigaRadio相比于4G提升了10倍的速率，有力支撑土耳其4.5G网络的大规模商用部署。
新闻 | 2016年05月06日|华为HPC解决方案助力生态建模实验室开展尖端科研|由George Arhonditsis博士领导的位于多伦多的生态建模实验室采购了一套华为高性能计算解决方案用于尖端科研。
新闻 | 2016年05月03日|华为与合作伙伴共建印尼首个FTTH联盟，助力印尼国家宽带建设，使能数字经济发展|印尼FTTH联盟峰会4月27日在雅加达成功举办。在峰会上，印尼首个FTTH产业联盟（IFA）在印尼通信部部长、泗水市市长和联盟管理机构Mastel主席的见证下正式成立。该联盟由华为及当地的运营商、房产开发商、物业公司、内容提供商、系统集成商，本地咨询公司等17个成员组成，旨在加强产业多方合作，提升用户体验，共同促进宽带基础设施建设，增加光纤渗透率，丰富家庭和企业的互联网应用，从而成为印尼数字经济发展的助推器。
新闻 | 2016年05月03日|华为助力汕头移动全球首次实践基于PRS的LTE感知建网|近日，华为宣布协助汕头移动成功部署PRS(Performance Surveillance)实时在线感知建网平台，这是在全球LTE网络中首次成功实践以用户体验为中心的LTE感知建网体系。
新闻 | 2016年04月29日|华为助力韩国LG Uplus实现上行2载波聚合技术全球首商用|韩国LG Uplus正式宣布实现上行2载波聚合技术全球首商用，本次成功商用是基于华为LTE-Advanced Pro首商用版本eRAN11.1，通过该技术使现网用户上行传输速率实测高达108Mbps。
新闻 | 2016年04月29日|华为助力西班牙Telefonica 网络转型，打造城域智能网络|华为今日宣布与西班牙电信 (Telefonica) 联合打造100G城域智能光网络，助力Telefonica进行西班牙城域网络现代化，在未来10年提供更丰富且高质量的宽带服务及更好的用户体验。
新闻 | 2016年04月28日|华为欧洲云计算大会开幕， 共同建设云生态平台|华为云计算欧洲大会于4月28日-29日在捷克共和国首都布拉格举行。此次云计算大会云集了众多合作伙伴和IT 企业，共同打造未来云生态平台。 此次大会在布拉格最大的总统府城堡举行，超过500 多名来自IT 界的精英和媒体共同探讨IT 趋势和欧洲云计算的未来。
新闻 | 2016年04月28日|华为亮相OpenStack奥斯汀峰会2016，持续投入开源建设，支撑全面云化战略|华为以OpenStack金牌会员身份参展4月25-29日在美国德克萨斯州奥斯汀举办的OpenStack峰会，与来自全球的云生态构建者及技术专家共同探讨了OpenStack的未来发展、成功实践及云生态建设。OpenStack作为全新云技术的集成引擎，是当今最具影响力的云计算开源项目, 已成为全球事实上的IaaS标准。华为旨在通过OpenStack的成熟架构、开源策略及创新能力帮助客户进行基于云的数字化转型，在华为全面云化的战略中，基于OpenStack等开源技术实现产品和解决方案全面云化，帮助客户实现商业成功。
新闻 | 2016年04月28日|华为倡导友好产业政策，共建全联接亚洲|华为今日在超宽带全球行香港站成功举办产业政策圆桌会议，来自泰国、柬埔寨、缅甸、斯里兰卡、中国等国家通信部和监管机构、葡萄牙国家通信管理局、行业分析公司Current Analysis等20名嘉宾与会，共同商讨如何制定有效的产业推动及监管政策，促进东南亚国家宽带发展。
新闻 | 2016年04月28日|华为超宽带全球行首站香港站暨东南亚超宽带峰会隆重揭幕|今日，华为超宽带全球行香港站暨东南亚超宽带峰会隆重揭幕。作为全球领先的ICT解决方案供应商，华为在会上展示了面向未来的超宽带世界，包括无处不在的超宽带、极致的视频体验以及智慧家庭业务等。
新闻 | 2016年04月28日|华为HPC解决方案助力中国科学技术大学出征 ISC 2016国际大学生超算大赛|中国科学技术大学（中国科大）近日宣布将携手华为高性能计算(HPC)解决方案出征ISC 2016国际大学生超算大赛(ISC2016-SCC)，今年的比赛将于2016年6月21-23日在德国法兰克福展开，12支来自全球各地的一流高校队伍将同场竞技。
新闻 | 2016年04月27日|华为uCDN解决方案获得TV Connect 2016“最佳云/CDN业务交付”大奖|今日在伦敦TV Connect颁奖大会上，华为uCDN解决方案获得最佳云/CDN业务交付（Best Cloud or CDN Service Delivery）大奖。此奖项旨在表彰在媒体业务创新方面取得卓越成绩的企业和解决方案。
新闻 | 2016年04月27日|华为与Ooredoo联合获得TV Connect 2016“最佳4K电视业务/解决方案”大奖|华为与Ooredoo今日在伦敦TV Connect颁奖大会上联合获得最佳4K电视业务/解决方案（Best 4K TV Service or Solution）大奖。此奖项旨在表彰两家公司为用户带来端到端极致体验的卓越4K TV业务和解决方案。
